"velocity","Alstom 1MW","Alstom Beluga 9","Andritz Hydro Hammerfest HS1500","Atlantis AR1000","Atlantis AR1500","Atlantis AR2000","MCT SeaGen 600kW","MCT SeaGen-S 2MW","Nova Innovation M100","ORPC TidGen","Orbital Marine Power Orbital O2","Orbital Marine Power SR2000","Sabella D10","Sabella D15","Tidal Energy Pty Ltd DHV","Verdant Gen4","Verdant Gen5","Voith 1 MW test","TTL 1 MW 3 ms Limit","TTL 1 MW 5 ms Limit"
3.91,97.1795441677197,665.441086342848,893.164854097543,998.773307548741,1496.96117932883,1994.9892731057,599.263984529244,1997.54661509748,99.8773307548741,139.828263056824,1874.25629148884,1995.9482391051,863.938230015455,2159.84557503864,169.655600323934,55.9313052227295,271.666339653257,998.769124948907,9.01316839808013,998.773307548741
3.92,93.4374692102675,669.710543361506,877.937921290338,998.426644204486,1496.50313055336,1994.42589224754,599.055986522692,1996.85328840897,99.8426644204486,139.779730188628,1866.57096370909,1995.33750740448,867.05157787085,2167.62894467713,169.60368812938,55.9118920754512,271.57204722362,998.421561744706,8.56158108873353,998.426644204486
3.93,89.7356245560071,674.070222646846,862.765864653058,998.163886511599,1496.20493634919,1994.08086353716,598.898331906959,1996.3277730232,99.8163886511599,139.742944111624,1858.77630700937,1994.93991513225,870.233473307535,2175.58368326884,169.569892786241,55.8971776446495,271.500577131155,998.158458270128,8.02966654372223,998.163886511599
3.94,86.1576124260814,678.398020081395,847.588552545096,997.875979653269,1495.86348583433,1993.67585949019,598.725587791962,1995.75195930654,99.7875979653269,139.702637151458,1850.68092715929,1994.48464777911,873.330230189922,2183.3255754748,169.531195061224,55.8810548605831,271.422266465689,997.870255954322,7.52192196593537,997.875979653269
3.95,82.7906699822706,682.568138540279,832.362501612265,997.453448322079,1495.27879606168,1992.93636966957,598.472068993248,1994.90689664416,99.7453448322079,139.643482765091,1842.09968870709,1993.70506141558,876.185738183814,2190.46434545954,169.464930220324,55.8573931060364,271.307337943606,997.446946840271,7.14392699040455,997.453448322079
3.96,79.4535415972787,686.820223715686,817.20979282962,997.107848510648,1494.84107359719,1992.39846544543,598.264709106388,1994.2156970213,99.7107848510648,139.595098791491,1833.39323954536,1993.12143146292,879.103261028574,2197.75815257143,169.415321674348,55.8380395165963,271.213334794896,997.101149417924,6.68335460508133,997.107848510648
3.97,76.2309151014151,691.031472336083,802.083085918906,996.731693892923,1494.35270706009,1991.79104891204,598.039016335754,1993.46338778585,99.6731693892923,139.542437145009,1824.37923587737,1992.47027608012,881.930057166293,2204.82514291573,169.359973466811,55.8169748580037,271.111020738875,996.724863274516,6.2436049581995,996.731693892923
3.98,73.1197051555042,695.198761881735,786.992310750162,996.323049316672,1493.81099061004,1991.11061035876,597.793829590003,1992.64609863334,99.6323049316672,139.485226904334,1815.0562396307,1991.74798748005,884.664234450182,2211.66058612545,169.298578935804,55.7940907617337,270.999869414135,996.316160781671,5.82364968372271,996.323049316672
3.99,70.2104524967686,699.192525618714,771.91017391063,995.771940019973,1493.01907452551,1990.08645122817,597.463164011984,1991.54388003995,99.5771940019973,139.408071602796,1805.24789101696,1990.69209936735,887.147552992216,2217.86888248054,169.208828446225,55.7632286411185,270.849967685433,995.764434931787,5.53019343120556,995.771940019973
4,67.3154704624187,703.259052110104,756.924100728106,995.290148208275,1492.35972844776,1989.24540298039,597.174088924965,1990.58029641655,99.5290148208275,139.340620749158,1795.30303784813,1989.81297126368,889.687395586541,2224.21848896635,169.134102557413,55.7362482996634,270.718920312651,995.282712409476,5.14919737815802,995.290148208275
4.01,64.5228378667415,707.271788446311,742.002437601242,994.769644649002,1491.63828338513,1988.31993176638,596.861786789401,1989.539289298,99.4769644649002,139.26775025086,1785.0477135138,1988.85104451351,892.128803493428,2230.32200873357,169.052338783649,55.7071001003441,270.577343344528,994.76237050658,4.78520100795687,994.769644649002
4.02,61.9235918845065,711.100829846698,727.130048721197,994.102208918258,1490.66372912397,1987.04703418631,596.461325350955,1988.20441783652,99.4102208918258,139.174309248556,1774.31616528719,1987.55163883196,894.315030490676,2235.78757622669,168.941889300717,55.6697236994225,270.395800825766,994.094436759386,4.54366108662506,994.102208918258
4.03,59.3292729181692,714.992628872994,712.367795518279,993.495618952983,1489.80639385729,1985.93710214849,596.09737137179,1986.99123790597,99.3495618952983,139.089386653418,1763.44058238483,1986.40852514305,896.550429078925,2241.37607269731,168.844724637159,55.635754661367,270.230808355211,993.488157765728,4.21335367168199,993.495618952983
4.04,56.828552491438,718.82026018836,697.69594346753,992.843539088859,1488.87728933075,1984.73008544641,595.706123453315,1985.68707817772,99.2843539088859,138.99809547244,1752.25725512027,1985.16971910767,898.68141973491,2246.70354933728,168.739426124152,55.5992381889761,270.05344263217,992.836501845619,3.89761295149375,992.843539088859
4.05,54.5127893419789,722.45365573269,683.110926666242,992.039558098164,1487.69128420771,1983.17073271055,595.223734858899,1984.07911619633,99.2039558098164,138.885538133743,1740.61138956843,1983.58837894361,900.552930414803,2251.38232603701,168.605012210207,55.5542152534972,269.834759802701,992.032140258836,3.70063707772656,992.039558098164
4.06,52.1931842020092,726.139207450178,668.647927769375,991.287413314826,1486.60630680715,1981.75304628887,594.772447988896,1982.57482662965,99.1287413314826,138.780237864076,1728.81786724143,1982.14174240954,902.465956190642,2256.16489047661,168.482048104811,55.5120951456303,269.630176421633,991.280592206997,3.4139987619421,991.287413314826
4.07,49.9588178345657,729.749790194309,654.298589970158,990.482519583595,1485.43909378269,1980.22452295821,594.289511750157,1980.96503916719,99.0482519583595,138.667552741703,1716.72356328745,1980.58545837692,904.268477686766,2260.67119421692,168.349763962038,55.4670210966813,269.411245326738,990.476430429203,3.13981455663966,990.482519583595
4.08,47.8069925482099,733.281744315279,640.069977091858,989.622369073913,1484.18598913737,1978.58035187815,593.773421444348,1979.24473814783,98.9622369073913,138.547131670348,1704.331685507,1978.91465218316,905.958447570026,2264.89611892506,168.207745435569,55.4188526681391,269.177284388104,989.617158017008,2.87743660472883,989.622369073913
4.09,45.8316075944097,736.602032832619,625.973629116092,988.600549791968,1482.66595901541,1976.57039000527,593.160329875181,1977.20109958394,98.8600549791968,138.404076970875,1691.49889889902,1976.88794535389,907.379699974565,2268.44924993641,168.03547535508,55.3616307883502,268.899349543415,988.595124533959,2.73195486517894,988.600549791968
4.1,43.8393260209477,739.962648881712,612.010957920171,987.620361640409,1481.22811901012,1974.67755864612,592.572216984245,1975.24072328082,98.7620361640409,138.266850629657,1678.52320038014,1974.97082534683,908.835444653278,2272.0886116332,167.87252015448,55.3067402518629,268.632738366191,987.616024190784,2.49351508418826,987.620361640409
4.11,41.9218278818951,743.233500588013,598.188402340456,986.577175938571,1479.69311465226,1972.65421822295,591.946305563142,1973.15435187714,98.6577175938571,138.1208046314,1665.26238421617,1972.92415286968,910.172468259017,2275.43117064754,167.698552993923,55.24832185256,268.348991855291,986.574096985805,2.26513817537558,986.577175938571
4.12,40.1729714395732,746.281910118377,584.528001326256,985.366663709865,1477.88618310216,1970.25850818941,591.219998225919,1970.73332741973,98.5366663709865,137.951332919381,1651.58490832068,1970.51491080289,911.236820981112,2278.09205245278,167.493767418245,55.1805331677524,268.019732529083,985.363481974496,2.15060003678941,985.366663709865
4.13,38.3999182964847,749.359150626124,571.00729307439,984.187807306027,1476.14368145725,1967.95647388411,590.512684383616,1968.37561461205,98.4187807306027,137.786293022844,1637.76947048656,1968.19157527634,912.327441608817,2280.81860402204,167.296283898489,55.1145172091375,267.699083587239,984.186118280041,1.94287311181358,984.187807306027
4.14,36.6943795646575,752.335442284356,557.643118367698,982.938002572544,1474.29237528021,1965.50855719616,589.762801543526,1965.87600514509,98.2938002572544,137.611320360156,1623.68523750157,1965.72316704028,913.293216332613,2283.23304083153,167.086469198424,55.0445281440625,267.359136699732,982.938002572544,1.74370334059991,982.938002572544
4.15,35.15004824764,755.078714271651,544.467440849741,981.515123460228,1472.16390932528,1962.68136480919,588.909074076137,1963.03024692046,98.1515123460228,137.412117284432,1609.21257994385,1962.88521243371,913.982631082865,2284.95657770716,166.845243056865,54.9648469137728,266.972113581182,981.515123460228,1.65555832664153,981.515123460228
4.16,33.5748550089094,757.83921952482,531.435058700386,980.113746609885,1470.08184256648,1959.92401058107,588.068247965931,1960.22749321977,98.0113746609885,137.215924525384,1594.61033871267,1960.10912342197,914.690021291556,2286.72505322889,166.609275490868,54.8863698101536,266.590939077889,980.113746609885,1.47419702005141,980.113746609885
4.17,32.0604113141595,760.487732764972,518.572674970958,978.633411634011,1467.87919768042,1957.00520329336,587.180046980406,1957.26682326802,97.8633411634011,137.008677628761,1579.75916544657,1957.17226357389,915.266591998104,2288.16647999526,166.359642403781,54.8034710515046,266.188287964451,978.633411634011,1.30009502267217,978.633411634011
4.18,30.6045679396825,763.020643209604,505.884087424681,977.07146172038,1465.55203987984,1953.9197372428,586.242877032228,1954.14292344076,97.707146172038,136.790004640853,1564.66635266061,1954.06938650645,915.71040384948,2289.2760096237,166.095897853048,54.7160018563413,265.763437587943,977.07146172038,1.13285348496583,977.07146172038
4.19,29.3029547148516,765.304096057695,493.415119447082,975.326573564826,1462.93751108865,1950.44119777533,585.195944138896,1950.65314712965,97.5326573564826,136.545720299076,1549.2254976335,1950.5833481182,915.870124591099,2289.67531147775,165.799584590047,54.6182881196303,265.288828009633,975.326573564826,1.07567575466081,975.326573564826
4.2,27.96026706376,767.592444547513,481.089208263679,973.591954352647,1460.34860336715,1947.0052821963,584.155172611588,1947.18390870529,97.3591954352647,136.302873609371,1533.67367190554,1947.1314711562,916.040237311793,2290.10059327948,165.506175048277,54.5211494437482,264.81701158392,973.591954352647,0.923073593915611,973.591954352647
4.21,26.6700910861216,769.754647029114,468.946756774814,971.767890910198,1457.6236299359,1943.38740923537,583.060734546119,1943.5357818204,97.1767890910199,136.047504727428,1517.90414751096,1943.49817324786,916.072011493782,2290.18002873446,165.197344726068,54.4190018909711,264.320866327574,971.767890910198,0.77627049485707,971.767890910198
4.22,25.5276256383647,771.658138352687,457.042470349064,969.755678171114,1454.6067402304,1939.37043580825,581.853406902669,1939.51135634223,96.9755678171114,135.765794943956,1501.82271426091,1939.47565364054,915.817185162892,2289.54296290723,164.855430559446,54.3063179775824,263.773544462543,969.755678171114,0.737138273141683,969.755678171114
4.23,24.3388713038158,773.555380802039,445.279331360227,967.743697970511,1451.59755620798,1935.37236136358,580.646218782306,1935.48739594102,96.7743697970511,135.484117715871,1485.64498443297,1935.46340827731,915.564681897738,2288.91170474434,164.514389703571,54.1936470863486,263.226285847979,967.743697970511,0.60296544685606,967.743697970511
4.24,23.1970379339735,775.316550230766,433.70662671899,965.634787776761,1448.4412379598,1931.17766229144,579.380872666056,1931.26957555352,96.5634787776761,135.188870288746,1469.27599507372,1931.25498394641,915.168717209432,2287.92179302358,164.156673635444,54.0755481154986,262.652662275279,965.634787776761,0.473680626942727,965.634787776761
4.25,22.1968106153877,776.810665698334,422.387419362618,963.333028023123,1444.98915112622,1926.5787468013,577.999816813874,1926.66605604625,96.3333028023123,134.866623923237,1452.63360972014,1926.65220150162,914.484342804841,2286.2108570121,163.765437127638,53.9466495692949,262.026583622289,963.333028023123,0.449839776047145,963.333028023123
4.26,21.1456494484996,778.287920688608,411.205447668088,961.021825956493,1441.52741134384,1921.9757337533,576.613095573896,1922.04365191299,96.1021825956493,134.543055633909,1435.91168034361,1922.03654845845,913.794582571631,2284.48645642908,163.373106618969,53.8172222535636,261.397936660166,961.021825956493,0.331457675990597,961.021825956493
4.27,20.1363008660308,779.619994077137,400.218378341844,958.606732323283,1437.90822870486,1917.16242950818,575.16403939397,1917.21346464657,95.8606732323283,134.20494252526,1419.02690328824,1917.21097160647,912.956838308367,2282.39209577092,162.96293258655,53.6819770101038,260.741031191933,958.606732323283,0.217182813360542,958.606732323283
4.28,19.167159015133,780.804063341779,389.42713785359,956.0855671953,1434.12835079295,1912.13452322562,573.65134031718,1912.1711343906,95.60855671953,133.851979407342,1401.98904631938,1912.1711343906,911.969752462239,2279.9243811556,162.534546423201,53.5407917629368,260.055274277122,956.0855671953,0.106773501780243,956.0855671953
4.29,18.3343862947398,781.70883182293,378.907394822767,953.364257742623,1430.04638661393,1906.69372957257,572.018554645574,1906.72851548525,95.3364257742623,133.470996083967,1384.72996295514,1906.72851548525,910.69000852339,2276.72502130847,162.071923816246,53.3883984335869,259.315078105994,953.364257742623,0.101416767239327,953.364257742623
4.3,17.4430740132871,782.586595940483,368.514450285851,950.623575719584,1425.93536357938,1901.22377350016,570.37414543175,1901.24715143917,95.0623575719584,133.087300600742,1367.41788227748,1901.24715143917,909.398534486405,2273.49633621601,161.606007872329,53.2349202402967,258.569612595727,950.623575719584,0,950.623575719584
4.31,16.5874703872713,783.30863336802,358.320274273612,947.770831656592,1421.65624748489,1895.52743772857,568.662498993955,1895.54166331318,94.7770831656592,132.687916431923,1349.98291379968,1895.54166331318,907.954216370328,2269.88554092582,161.121041381621,53.0751665727692,257.793666210593,947.770831656592,0,947.770831656592
4.32,15.8630382937614,783.7459929428,348.405205766874,944.715232675526,1417.07284901329,1889.41694672994,566.829139605316,1889.43046535105,94.4715232675526,132.260132574574,1332.36875164203,1889.43046535105,906.217720232296,2265.54430058074,160.601589554839,52.9040530298294,256.962543287743,944.715232675526,0,944.715232675526
4.33,15.0766531811779,784.147629792616,338.61181342892,941.632000143142,1412.44800021471,1883.25706566077,564.979200085885,1883.26400028628,94.1632000143142,131.82848002004,1314.72100727045,1883.26400028628,904.463072998463,2261.15768249616,160.077440024334,52.7313920080159,256.123904038935,941.632000143142,0,941.632000143142
4.34,14.3219071492238,784.387058690428,329.01656717106,938.431635077385,1407.64745261608,1876.86083430368,563.058981046431,1876.86327015477,93.8431635077385,131.380428910834,1296.98126262857,1876.86327015477,902.553001734534,2256.38250433633,159.533377963156,52.5521715643336,255.253404741049,938.431635077385,0,938.431635077385
4.35,13.693513076586,784.337972260115,319.70377562082,935.026803557716,1402.54020533657,1870.05129191776,561.01608213463,1870.05360711543,93.5026803557716,130.90375249808,1279.10474195234,1870.05360711543,900.352389672863,2250.88097418216,158.954556604812,52.3615009992321,254.327290567699,935.026803557716,0,935.026803557716
4.36,13.0002070264649,784.245545160897,310.506211750228,931.586970600707,1397.38045590106,1863.17394120141,558.952182360424,1863.17394120141,93.1586970600707,130.422175884099,1261.21450102872,1863.17394120141,898.128017983896,2245.32004495974,158.36978500212,52.1688703536396,253.391656003392,931.586970600707,0,931.586970600707
4.37,12.3348716721252,783.985816597865,301.50443320709,928.025999246101,1392.03899886915,1856.0519984922,556.815599547661,1856.0519984922,92.8025999246101,129.923639894454,1243.26331275527,1856.0519984922,895.746683899224,2239.36670974806,157.764419871837,51.9694559577817,252.423071794939,928.025999246101,0,928.025999246101
4.38,11.696362062104,783.55741082526,292.697292881374,924.342801702538,1386.51420255381,1848.68560340508,554.605681021523,1848.68560340508,92.4342801702538,129.407992238355,1225.26143397083,1848.68560340508,893.208110763389,2233.02027690847,157.138276289432,51.7631968953421,251.42124206309,924.342801702538,0,924.342801702538
4.39,11.180530099977,782.835277018005,284.175881574459,920.453029056387,1380.67954358458,1840.90605811277,552.271817433832,1840.90605811277,92.0453029056386,128.863424067894,1207.17797349272,1840.90605811277,890.380294960994,2225.95073740249,156.477014939586,51.5453696271576,250.363223903337,920.453029056387,0,920.453029056387
4.4,10.5943078117617,782.06425369956,275.757363203838,916.521912232169,1374.78286834825,1833.04382446434,549.913147339302,1833.04382446434,91.6521912232169,128.313067712504,1189.10813967904,1833.04382446434,887.52551951288,2218.8137987822,155.808725079469,51.3252270850015,249.29396012715,916.521912232169,0,916.521912232169
4.41,10.0317337289312,781.121487909916,267.529173219476,912.466167471422,1368.69925120713,1824.93233494284,547.479700482853,1824.93233494284,91.2466167471422,127.745263445999,1171.01812072075,1824.93233494284,884.513506400303,2211.28376600076,155.119248470142,51.0981053783996,248.190797552227,912.466167471422,0,912.466167471422
4.42,9.58778645943396,779.885306705118,259.585553771756,908.205387562233,1362.30808134335,1816.41077512447,544.92323253734,1816.41077512447,90.8205387562233,127.148754258713,1152.88793769259,1816.41077512447,881.217086956637,2203.04271739159,154.39491588558,50.8595017034851,247.031865416927,908.205387562233,0,908.205387562233
4.43,9.07144297068276,778.595556549797,251.736045520891,903.898346283385,1355.84751942508,1807.79669256677,542.339007770031,1807.79669256677,90.3898346283385,126.545768479674,1134.7903050612,1807.79669256677,877.890278111941,2194.72569527985,153.662718868176,50.6183073918696,245.860350189081,903.898346283385,0,903.898346283385
4.44,8.57590484070564,777.132614719054,244.071361465884,899.465583792054,1349.19837568808,1798.93116758411,539.679350275232,1798.93116758411,89.9465583792054,125.925181730888,1116.70205920587,1798.93116758411,874.407472738366,2186.01868184591,152.909149244649,50.370072692355,244.654638791439,899.465583792054,0,899.465583792054
4.45,8.19525084733292,775.378443171267,236.688542914637,894.830785260208,1342.24617789031,1789.66157052042,536.898471156125,1789.66157052042,89.4830785260208,125.276309936429,1098.61369975334,1789.66157052042,870.646526155218,2176.61631538805,152.121233494235,50.1105239745716,243.393973590776,894.830785260208,0,894.830785260208
4.46,7.74052971596741,773.567434564992,229.390431292894,890.146029921508,1335.21904488226,1780.29205984302,534.087617952905,1780.29205984302,89.0146029921508,124.620444189011,1080.57588912176,1780.29205984302,866.852859085562,2167.1321477139,151.324825086656,49.8481776756044,242.11972013865,890.146029921508,0,890.146029921508
4.47,7.30407770907262,771.583443858479,222.270663930714,885.335825181087,1328.00373777163,1770.67165036217,531.201495108652,1770.67165036217,88.5335825181087,123.947015525352,1062.57571399765,1770.67165036217,862.905718989978,2157.26429747494,150.507090280785,49.5788062101409,240.811344449256,885.335825181087,0,885.335825181087
4.48,6.88510672359386,769.426899409255,215.326888148132,880.400555921213,1320.60083388182,1760.80111184243,528.240333552728,1760.80111184243,88.0400555921213,123.25607782897,1044.62219960986,1760.80111184243,858.806218003706,2147.01554500927,149.668094506606,49.3024311315879,239.46895121057,880.400555921213,0,880.400555921213
4.49,6.57859199148965,766.982498266343,208.661703420741,875.267951910915,1312.90192786637,1750.53590382183,525.160771146549,1750.53590382183,87.5267951910915,122.537513267528,1026.71899264837,1750.53590382183,854.436669955343,2136.09167488836,148.795551824856,49.0150053070113,238.072882919769,875.267951910915,0,875.267951910915
4.5,6.19414340515606,764.481586841552,202.065748301355,870.08403313435,1305.12604970153,1740.1680662687,522.05041988061,1740.1680662687,87.008403313435,121.811764638809,1008.88851552414,1740.1680662687,850.035533373905,2125.08883343476,147.91428563284,48.7247058555236,236.662857012543,870.08403313435,0,870.08403313435
4.51,5.82500649690323,761.810548519717,195.638320317739,864.777175134697,1297.16576270205,1729.55435026939,518.866305080818,1729.55435026939,86.4777175134697,121.068804518858,991.130678892904,1729.55435026939,845.486285911423,2113.71571477856,147.012119772899,48.427521807543,235.219391636638,864.777175134697,0,864.777175134697
4.52,5.56517973234819,758.85832661357,189.484120420499,859.279585093311,1288.91937763997,1718.55917018662,515.567751055987,1718.55917018662,85.9279585093311,120.299141913064,973.458754131918,1718.55917018662,840.67675182811,2101.69187957028,146.077529465863,48.1196567652254,233.724047145381,859.279585093311,0,859.279585093311
4.53,5.22643980420555,755.849578176382,183.388940956493,853.729845670861,1280.59476850629,1707.45969134172,512.237907402516,1707.45969134172,85.3729845670861,119.52217839392,955.874055252107,1707.45969134172,835.835822859364,2089.58955714841,145.134073764046,47.8088713575682,232.214518022474,853.729845670861,0,853.729845670861
4.54,4.90108742387757,752.674754540367,177.454300648356,848.060668071745,1272.09100210762,1696.12133614349,508.836400843047,1696.12133614349,84.8060668071745,118.728493530044,938.385971242529,1696.12133614349,830.852304732848,2077.13076183212,144.170313572197,47.4913974120177,230.672501715515,848.060668071745,0,848.060668071745
4.55,4.68213464778359,749.227227700302,171.786714633927,842.208828404756,1263.31324260713,1684.41765680951,505.325297042854,1684.41765680951,84.2208828404756,117.909235976666,921.016906433614,1684.41765680951,825.619647939578,2064.04911984895,143.175500828809,47.1636943906663,229.080801326094,842.208828404756,0,842.208828404756
4.56,4.38352152301602,745.724536449219,166.167873495206,836.305246705168,1254.45787005775,1672.61049341034,501.783148023101,1672.61049341034,83.6305246705168,117.082734538724,903.747824200168,1672.61049341034,820.356896810481,2050.8922420262,142.171891939879,46.8330938154894,227.475027103806,836.305246705168,0,836.305246705168
4.57,4.0965930693568,742.061377486477,160.701224905065,830.28705732323,1245.43058598485,1660.57411464646,498.172234393938,1660.57411464646,83.028705732323,116.240188025252,886.597133980787,1660.57411464646,814.958298707531,2037.39574676883,141.148799744949,46.4960752101009,225.838079591919,830.28705732323,0,830.28705732323
4.58,3.82082112424761,738.239933658241,155.38392323068,824.156137220905,1236.23420583136,1648.31227444181,494.493682332543,1648.31227444181,82.4156137220905,115.381859210927,869.571550522887,1648.31227444181,809.426339633345,2023.56584908336,140.106543327554,46.1527436843707,224.170469324086,824.156137220905,0,824.156137220905
4.59,3.64994339614374,734.157539524001,150.32696768553,817.854146487468,1226.7812197312,1635.70829297494,490.712487892481,1635.70829297494,81.7854146487468,114.499580508246,852.705494114525,1635.70829297494,803.660003194024,2009.15000798506,139.03520490287,45.7998322032982,222.456327844591,817.854146487468,0,817.854146487468
4.6,3.39669841497367,730.025969612482,145.3027373876,811.504095928443,1217.25614389266,1623.00819185689,486.902457557066,1623.00819185689,81.1504095928443,113.610573429982,835.952948637728,1623.00819185689,797.869024235056,1994.67256058764,137.955696307835,45.4442293719928,220.729114092536,811.504095928443,0,811.504095928443
4.61,3.15316768788462,725.743638998979,140.419254334434,805.047797825746,1207.57169673862,1610.09559565149,483.028678695447,1610.09559565149,80.5047797825746,112.706691695604,819.344161751325,1610.09559565149,791.952929651478,1979.88232412869,136.858125630377,45.0826766782418,218.973001008603,805.047797825746,0,805.047797825746
4.62,3.01205847511219,721.212739249252,135.788754107038,798.431712875333,1197.647569313,1596.86342575067,479.0590277252,1596.86342575067,79.8431712875333,111.780439802547,802.921724753102,1596.86342575067,785.816634511439,1964.5415862786,135.733391188807,44.7121759210187,217.173425902091,798.431712875333,0,798.431712875333
4.63,2.78831280030265,716.636810052495,131.180994051798,791.770521185382,1187.65578177807,1583.54104237076,475.062312711229,1583.54104237076,79.1770521185382,110.847872965953,786.620897623824,1583.54104237076,779.659204077833,1949.14801019458,134.600988601515,44.3391491863814,215.361581762424,791.770521185382,0,791.770521185382
4.64,2.5730107993976,711.918932408072,126.705336013342,785.010683891523,1177.51602583728,1570.02136778305,471.006410334914,1570.02136778305,78.5010683891523,109.901495744813,770.480057719615,1570.02136778305,773.385909269995,1933.46477317499,133.451816261559,43.9605982979253,213.522906018494,785.010683891523,0,785.010683891523
4.65,2.45783100552116,706.966247854269,122.47502479703,778.103480377592,1167.15522056639,1556.20696075518,466.862088226555,1556.20696075518,77.8103480377592,108.934487252863,754.549467628879,1556.20696075518,766.907627839157,1917.26906959789,132.277591664191,43.5737949011451,211.644146662705,778.103480377592,0,778.103480377592
4.66,2.25989789874238,701.973723098075,118.257760668399,771.15509653687,1156.73264480531,1542.31019307374,462.693057922122,1542.31019307374,77.115509653687,107.961713515162,738.746625091752,1542.31019307374,760.412565144687,1901.03141286172,131.096366411268,43.1846854060647,209.754186258029,771.15509653687,0,771.15509653687
4.67,2.06929107364514,696.849199229412,114.164012055343,764.116661596286,1146.17499239443,1528.23332319257,458.469996957772,1528.23332319257,76.4116661596286,106.97633262348,723.117563729743,1528.23332319257,753.811769992994,1884.52942498248,129.899832471369,42.790533049392,207.83973195419,764.116661596286,0,764.116661596286
4.68,1.88566365400143,691.59619938406,110.190937201148,756.991219395331,1135.486829093,1513.98243879066,454.194731637199,1513.98243879066,75.6991219395331,105.978770715346,707.666319742948,1513.98243879066,747.1087703642,1867.7719259105,128.688507297206,42.3915082861385,205.90161167553,756.991219395331,0,756.991219395331
4.69,1.80130065249273,686.126718767461,106.455351512625,749.735475609081,1124.60321341362,1499.47095121816,449.841285365449,1499.47095121816,74.9735475609081,104.962966585271,692.453839326355,1499.47095121816,740.220711522168,1850.55177880542,127.455030853544,41.9851866341086,203.92804936567,749.735475609081,0,749.735475609081
4.7,1.63228208856263,680.627525258294,102.717954021239,742.446075782776,1113.66911367416,1484.89215156555,445.467645469665,1484.89215156555,74.2446075782776,103.942450609589,677.373124929455,1484.89215156555,733.324474380712,1833.31118595178,126.215832883072,41.5769802438355,201.945332612915,742.446075782776,0,742.446075782776
4.71,1.46930391503895,675.01106058524,99.0928557852549,735.079363956912,1102.61904593537,1470.15872791382,441.047618374147,1470.15872791382,73.5079363956912,102.911110953968,662.480834154964,1470.15872791382,726.337119714215,1815.84279928554,124.963491872675,41.1644443815871,199.94158699628,735.079363956912,0,735.079363956912
4.72,1.40360080302734,669.194497159096,95.697416914044,727.596925887473,1091.39538883121,1455.19385177495,436.558155532484,1455.19385177495,72.7596925887473,101.863569624246,647.844607478192,1455.19385177495,719.181867984803,1797.95466996201,123.69147740087,40.7454278496985,197.906363841393,727.596925887473,0,727.596925887473
4.73,1.25344264594182,663.355165047405,92.2914006601662,720.086435430608,1080.12965314591,1440.17287086122,432.051861258365,1440.17287086122,72.0086435430608,100.812100960285,633.341720259869,1440.17287086122,712.024164507945,1780.06041126986,122.414694023203,40.324840384114,195.863510437125,720.086435430608,0,720.086435430608
4.74,1.10850208410471,657.410500464674,88.9895479467994,712.508973057395,1068.76345958609,1425.01794611479,427.505383834437,1425.01794611479,71.2508973057395,99.7512562280352,619.035560855112,1425.01794611479,704.786969923147,1761.96742480787,121.126525419757,39.9005024912141,193.802440671611,712.508973057395,0,712.508973057395
4.75,1.05897244266528,651.282859237583,85.9095900364071,704.830951270725,1057.24642690609,1409.66190254145,422.898570762435,1409.66190254145,70.4830951270725,98.6763331779015,604.999989484421,1409.66190254145,697.399531152314,1743.49882788079,119.821261716023,39.4705332711606,191.714018745637,704.830951270725,0,704.830951270725
4.76,0.925282828242522,645.13993084636,82.8107603322461,697.131011205298,1045.69651680795,1394.2620224106,418.278606723179,1394.2620224106,69.7131011205298,97.5983415687417,591.097597402484,1394.2620224106,690.015790620442,1725.0394765511,118.512271904901,39.0393366274967,189.619635047841,697.131011205298,0,697.131011205298
4.77,0.796090856116873,638.904159191158,79.8082503359955,689.374922700453,1034.06238405068,1378.74984540091,413.624953620272,1378.74984540091,68.9374922700453,96.5124891780634,577.398046031776,1378.74984540091,682.564567555786,1706.41141888947,117.193736859077,38.6049956712254,187.509978974523,689.374922700453,0,689.374922700453
4.78,0.671172080481256,632.579780016697,76.8995102820727,681.566355836681,1022.34953375502,1363.13271167336,408.939813502009,1363.13271167336,68.1566355836681,95.4192898171353,563.902888893883,1363.13271167336,675.049901224382,1687.62475306095,115.866280492236,38.1677159268541,185.386048787577,681.566355836681,0,681.566355836681
4.79,0.641243092568837,626.09454396175,74.2050884706202,673.67738426991,1010.51607640487,1347.35476853982,404.206430561946,1347.35476853982,67.367738426991,94.3148337977874,550.695273754902,1347.35476853982,667.407697365702,1668.51924341425,114.525155325885,37.725933519115,183.240248521416,673.67738426991,0,673.67738426991
4.8,0.525795823025747,619.606034902086,71.478980717578,665.775911319907,998.66386697986,1331.55182263981,399.465546791944,1331.55182263981,66.5775911319906,93.2086275847869,537.616487858659,1331.55182263981,659.77907901187,1649.44769752967,113.181904924384,37.2834510339148,181.091047879015,665.775911319907,0,665.775911319907
4.81,0.41402052630436,613.041857463118,68.8392496918165,657.833175662764,986.749763494146,1315.66635132553,394.699905397658,1315.66635132553,65.7833175662764,92.096644592787,524.745501062936,1315.66635132553,652.099290396369,1630.24822599092,111.83163986267,36.8386578371148,178.930623780272,657.833175662764,0,657.833175662764
